0,1,2,3,4,5,6,7,8,9,10,11
0.19079973934831596,0.32655971908604353,0.5672685958425354,0.5467648950568146,0.33599773116432274,4.99966781180583e-05,0.5533238580225877,0.35002635740642707,0.4683483545448464,0.47878505572779045,0.03463506002220346,0.0
0.28952760828089397,0.32175257407540886,0.42847150465413425,0.3854064853106228,0.4193891919338215,4.99966781180583e-05,0.93241777786944,0.35573298772114753,0.5469224059009693,0.2676025724162372,0.11866008375630155,0.0
0.13421197317567232,0.32500002054397453,0.40227524526098024,0.6125501123877243,0.4291699182590103,4.99966781180583e-05,0.8442087549624445,0.4933884880250095,0.8588694852153422,0.8300770637656132,0.9095122071076969,0.0
0.10669153552086316,0.328237122517158,0.33380772045560136,0.6500423963478021,0.44895198874637177,4.99966781180583e-05,1.0,0.5878990964613937,0.8005542716329497,0.7155988623689554,0.05784923366378414,0.0
0.2103130474023368,0.0010053818284566085,0.41449801496131616,0.6582042401979417,0.43343346893527535,0.6306901429799663,0.002736133052075318,0.5137646098935941,0.8983782641356008,0.8366690643802772,0.08836877773957585,0.0
0.4080275592315891,0.0008685670149199409,0.5383682566970274,0.5214706860067356,0.42432916423618877,0.24484826543577026,0.002424113131622052,0.4047987267861738,0.2557792931414543,0.24208387679465382,0.8761864489494899,0.0
0.2156621360621025,0.3275703505042127,0.4230952477719415,0.6029296544608056,0.43250815456180763,0.7763733284463818,0.977821937767279,0.5635361230773421,0.8437553507039968,0.8320089904701353,0.06056682067048896,0.0
0.26231319115061286,0.33444441592457386,0.44888771799279087,0.5956392635496568,0.3804124025671176,0.6697609970896807,1.0,0.422933965463409,0.7638013183352937,0.7516868000152084,0.9899977329251779,0.0
0.5139372349778146,0.33043516665666844,0.6924995125193094,0.49784223421822826,0.4400186687846933,4.99966781180583e-05,0.9795357097734619,0.6506680007655431,0.01818764286122232,0.00012065081846635017,0.09024511003580848,0.0
0.6447888317922434,0.3349081780212892,0.595070035347835,0.34287715087261905,0.3072086732855681,4.99966781180583e-05,0.8366366889028786,0.4826380238324716,0.04229654948905415,0.0003582513456738545,0.9573400069540932,0.0
0.021474370901235718,0.3302085706464501,0.4850453793896972,0.9316164457569194,1.0103211436708792,4.99966781180583e-05,0.6846844957104978,0.38586101420613916,0.5645474419275458,0.5464435238428917,0.03938024404538826,0.0
0.30183032494152573,0.0006603719606618763,0.46394825802285017,0.5989730096934717,0.3975482764600005,0.47124638640056404,0.0017502060934581065,0.500775948614814,0.47253940669215444,0.4674246394600202,0.9068569194023871,0.0
0.25312882197587966,0.000667655001024503,0.41991132049382773,0.6493457515236061,0.39452715274079275,0.4595421605198551,0.001724416346596147,0.5143622682814637,0.4796092898567651,0.45273566818506256,0.929227977917191,0.0
0.28495878618799747,0.3323144166511056,0.5767468397660356,0.5914579149941375,0.43297718955996223,4.99966781180583e-05,0.8290558702115496,0.6523568893559718,0.7568479204732158,0.7663396201065831,0.8792661678425377,0.0
0.1880641837809631,0.32864793755495425,0.3703143120811273,0.48612516300429565,0.41013119002780707,4.99966781180583e-05,1.0,0.6161267035782243,0.5437091572531637,0.5025236372543431,0.06989252509093286,0.0
0.2588856667520845,0.0007313010395911812,0.40971583538634343,0.6581575189354575,0.4000619684862156,0.6728725261934394,0.0018120100695506736,0.5067901379650792,0.8485623061812775,0.7963215483071626,0.10300463087863232,0.0
0.5555006490479384,0.3238742913074029,0.741907603059698,0.10694844225008376,0.5310570620459506,4.99966781180583e-05,0.9052636265020635,0.4805898686830352,0.025515118742393594,0.00012953298538026514,0.12471911437895256,0.0
0.16672485881818916,0.07375878341515718,0.4425398931660033,1.0323508070575045,0.3808174433749216,4.99966781180583e-05,0.22617486400095366,0.4633491030087739,0.052283416726422116,0.0002827520659861582,0.9847785873543959,0.0
0.2670626537910889,0.3299740148531807,0.527891975469448,0.589848318213956,0.4013479889033237,0.5776688246770731,0.6429206593213307,0.4344351960353062,0.6277694104624855,0.6633029701598193,0.8913918772394431,0.0
0.8214306177701405,0.32764718013486926,0.8539046654381012,0.4809010309975293,0.47417089715366184,4.99966781180583e-05,0.9194807509590377,0.6001148309936225,0.004760753963968023,0.00028867359631462586,0.11658249640621537,0.0
0.45505699546453804,0.0006500919169644681,0.5302197580394767,0.6947477310604084,0.37506269361273553,0.5530864108682281,0.0016849862435288632,0.5708315845669837,0.6922239217968085,0.6904153888461912,0.0929271097490334,0.0
0.159093063001877,0.9478576203635611,0.41110949252339446,0.6215913442931562,0.42469299564416485,0.5238588056367984,1.0,0.28797061401005564,0.6861357682087041,0.6205303805149982,0.9998601850071758,0.0
0.10582835583129874,0.3355438166479764,0.33737404123063974,0.6338981625705001,0.3957867085805866,4.99966781180583e-05,1.0,0.7493857213367366,0.6879900683993071,0.6346332181155144,0.9547949010634071,0.0
0.2154142065167458,0.938462981683492,0.4827232924767463,0.6839317607377867,0.4237311415783328,0.4962180942075909,1.0,0.37906113911002914,0.634933063769821,0.5885322225405518,0.052255050187641816,0.0
0.23795449208627678,0.3239160398861185,0.4653733966453817,0.6316426879720519,0.37873591398233775,0.7532042942775348,0.9713341249267156,0.39593189380483096,0.8228310779323795,0.8184035857018673,0.985487870784898,0.0
0.20047324192142035,0.0007343302687685682,0.38760905917484795,0.592014088623143,0.36402319512601017,0.5390520822721582,0.0019761192323070054,0.3511592222382628,0.6135613934910641,0.5842752529619899,0.11421146228627937,0.0
0.25151181574062115,0.0008831008698027554,0.3793033764242392,0.07876938757388219,0.43851356047408163,0.48937631306762763,0.0022783338577366807,0.5797870590170825,0.6583856600233737,0.6295629214448604,0.03638075387594064,0.0
0.2556434993627973,0.000999113902126758,0.4249041832444379,0.5831432267121996,0.4068669324162749,0.790733886002321,0.0026342581193025127,0.5665284441743391,0.9127551725267039,0.9031471031782434,0.022172296260693336,0.0
