0,1,2,3,4,5,6,7,8,9,10,11,12
0.7294880548582355,0.3288007426432271,0.7770979397702603,0.30001465660142773,0.0,0.33447863643542486,0.00018542003663012203,0.0,0.9961147502079775,0.6431787914078768,0.013856764052195103,0.0005053085610353945,0.06677463557943225
0.17210955228761352,0.0007135410505265671,0.6555665062022763,0.31249722600472424,0.0,0.31854024195627634,0.6178788043327919,1.0,0.002102668847192516,0.5046111804549795,0.7014733981903924,0.7514270322190535,0.9128819274590844
0.16142302337522246,0.33886459307954797,0.6897274647081337,0.3039226597842997,0.0,0.28688885302859135,0.43771119243073786,0.0,0.98727800403819,0.7259349424434518,0.43844375471514074,0.4557896564530208,0.9722005959950415
0.3343621452515672,0.3307487145995487,0.6835216068753777,0.2974814200733106,0.0,0.29880502867486713,0.00018542003663012203,0.0,0.9596318754272961,0.5183030814646159,0.03332128893279924,0.0004120670475426093,0.9280271749342489
0.25613942803160544,0.3240156343541254,0.6667579840217004,0.305186852710734,0.0,0.2957390780758879,0.00018542003663012203,1.0,1.0,0.3081650375875924,0.746482769957113,0.7094334271192748,0.09692903667129801
0.20480670892563657,0.0011165719786774275,0.6802668337244172,0.30625825490713904,0.0,0.28129885793180587,0.8350712247319948,1.0,0.0029035032230524532,0.6185911609194434,0.9310965128262443,0.9372770635629957,0.024617011848433193
0.22909082455135196,0.0010600296757468097,0.6763854577067442,0.3033188804508987,0.0,0.2997884080017149,0.8154624922692278,0.0,0.002758168907856646,0.6171149020617577,0.9138129486970766,0.9177536148959288,0.022347130359496363
0.04331316747047109,0.3433111270363782,0.7000792297256512,0.30400053424146023,0.0,0.3520918135804699,0.4784210224731163,0.0,0.7015287810283797,0.4527223069885693,0.5522104089488667,0.5192193877938407,0.11234992124923573
0.213667368498397,0.0007933031752658248,0.6849088520684726,0.3016591864415671,0.0,0.3069205012251393,0.6108157744036474,0.0,0.0020097542708214598,0.6074276305503616,0.611060539126982,0.6033072333509266,0.11123849214884439
0.16608788332058122,0.3250563581738173,0.6887813145017587,0.30356232823050944,0.0,0.29651962785411007,0.6523266342012355,0.0,0.9652491933231302,0.47220675673514023,0.7908739402968059,0.7709976939376019,0.10131169422276239
0.020404211972419303,0.3339816796420658,0.6901286938212208,0.30865535988193893,0.0,0.4347804232269355,0.00018542003663012203,0.0,0.6847236698981998,0.47829187407476326,0.5698269679762138,0.5553835629733993,0.03955412578231287
0.39682810771688043,0.33148892992958445,0.7005276286700973,0.3003702149544851,0.0,0.31585921005679585,0.00018542003663012203,0.0,0.9958094856110846,0.5848915922388258,0.6804679165631555,0.619086842266869,0.0399023961639185
0.6549255815797528,0.32821348483411583,0.7653778135207709,0.3030806883390608,0.0,0.32515509761073746,0.00018542003663012203,0.0,0.9822722547916013,0.5580036604615017,0.037220251950464106,0.0005368903404209104,0.04420460906356291
0.02501676237104536,0.23712767382358613,0.6792776556626345,0.28905186070382183,0.0,0.46339460028415713,0.6623464390061498,0.0,0.684354278611542,0.6101912944586942,0.7187678012757922,0.7310557552746596,0.0034586770678000536
